"Name","Density","H","He","Li","Be","B","C","N","O","F","Ne","Na","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Kr","Rb","Sr","Y","Zr","Nb","Mo","Tc","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","I","Xe","Cs","Ba","La","Ce","Pr","Nd","Pm","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Re","Os","Ir","Pt","Au","Hg","Tl","Pb","Bi","Po","At","Rn","Fr","Ra","Ac","Th","Pa","U","Np","Pu"
"NIST K1",,,,0.084544003,,0.018643999,,,0.432098001,0.0146,,,0.006031,,0.210359007,,,0.0167,,0.008301,,,0.008992,,,,,,,,0.013427,,,,,0.0184,,,,,0.014806,,,,,,,,,,0.023630001,,0.01599,,,,0.026869001,,,,0.017146001,,,,,,,,,,0.017563,,0.016960001,,0.023789,,,,,,,,0.027849,,,,,,,,,,,,
"NIST K1001",,,,,,,,,0.394688994,,,0.016692,0.013569,0.089227997,0.210171998,,,,,0.018678,0.067466997,,,,,,,,,,,,,,,,,0.020574,0.100541003,,,,,,,,,,,,,,,,,,,,,0.019224999,0.01929,,,,,,,,0.019677,,,,,,,,,,,,,,0.010397,,,,,,,,,,,,
"NIST K1008",,,,,,,,,0.386759996,,,0.016692,,0.089227997,0.210171998,,,,,,0.067466997,,,,,,,,,,,,,,,,,0.020574,0.100541003,,0.008291,,,,,,,,,,,,,,,0.021221999,0.020152001,,,,,,,,,,,0.019641001,,0.019701,0.019758999,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1010",,,,,,,,,0.389609993,,,,,0.089227997,0.210171998,,,,,0.018678,0.067466997,,,,,,,,,,,,0.015616,,,,,0.020574,0.100541003,,,,,,,,,,,,,,0.008954,,,0.021221999,,0.019184999,,,,,,0.019432001,0.01952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1012",,,,,,,,,0.393415987,,,0.014837,0.090461001,0.079383999,0.186985999,0.006284,,,,0.016603,0.004002,,,,,,,,,,,0.014878,,,0.007116,,,,,,,,,,,,,,,0.016542001,,,,,,0.018864,0.134343997,,0.016280999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1013",,,,,,,,,0.52590698,,,,0.052407,0.058215,,0.334006011,,,,,,,0.002158,,0.002326,,,,0.002593,,,,0.003262,,,,,,,,0.004072,,,,,,,,,,,,,,,,0.00609,,,,,,,0.006736,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001055,,0.001272,,
"NIST K1053",,,,,,,,,0.161346003,0.00387,,,,,0.093493,,,0.00637,,,,,,,,,,,,,,,,,,0.0109,,,,,,,,,,,,,,,,,,0.0137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.710160971,,,,,,,,,,,,
"NIST K1070",,,,,,,,,0.343086004,,,,0.075384997,,0.186985999,,,,,,0.089336999,,,,,,,,,,0.100420997,,,,,,,,,,,,,,,,,,,,,,,,,,0.111954004,,,,,,,,,,,,,,,,,,,,,,,,,,0.092831999,,,,,,,,,,,,
"NIST K1080",,,,0.027871,,0.006215,,,0.416458994,,,,0.012062,0.079383999,0.186985999,,,,,,0.107203998,,0.01199,,,,,,,,,,,,,,,,0.126837999,,0.007403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017588001,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1092",,,,0.092905,,,,,0.509371996,,,,,0.052923001,0.303853005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040948,,,,,,,,,,,,,,,,,,,,,
"NIST K1098",,,,0.023226,,0.201982006,,,0.576115012,,,,,0.105844997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092831999,,,,,,,,,,,,
"NIST K1111 HAS PT WIRES EMBEDDED",,,,,,0.055932999,,,0.44087401,,,,,0.105844997,0.186985999,,,,,,0.014294,,,,,,,,,,0.016067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1132",,,,0.023226,,,,,0.413394004,,,,,0.079383999,0.213864997,,,,,,0.107203998,,,,0.005132,,,,0.011788,,,,,,,,,,,,,,0.016663,,,,,,,,,,,,,,0.134343997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1228",,,,0.013936,,,,,0.375256985,,,0.022256,,0.079383999,0.186985999,,,,,0.024904,0.107203998,,,,,,,,,,,,,,,,,0.027432,,,,,,,,,,,,,,,,,,0.028297,0.134343997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1229",,,,,,,,,0.410165012,,,,0.017729999,0.093409002,0.219989002,,,,,,0.105131,,,,,,,,,,,,,,,,,,0.074580997,,,,,,,,,,,,,,,,,,0.078994997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1234",,,,,,,,,0.39852801,,,,,0.091503002,0.215595007,,,,,,0.123570003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154944003,,,,,,,,,,,,,,,,,,0.015859,,,,,,,,,,,,,,,,,,,,
"NIST K1235",,,,,,,,,0.391732007,,,,,0.088592999,0.211575001,,,,,,0.121498004,,,,,,,,,,,,,,,,,,,,,,,,,,0.017386001,,,,,,,,,,0.152256995,,,,,,,,,,,,,,,,0.016960001,,,,,,,,,,,,,,,,,,,,,,
"NIST K1236",,,,,,,,,0.212669,,,,,,,,,,,,,0.00652,,,,,,,,,,,0.409485996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371325999,,,,,,,,,,,,
"NIST K133",,,,,,,,,0.421689004,,,0.103859,,,0.316661,,,,,,,,,,,,,,,,0.049166001,,,,,,,,,,,,,,,,,,,,,,,,,,0.103355996,,,,,,,,,,,,,,0.005269,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K137",,,,,,,,,0.384359986,,,0.093028001,,,0.274589002,,,,,,,,,,,,,,,,0.044025,,,,,,,,,,,0.01804,,,,,,,,,,,,,,,0.092607997,,,,,,,,,,,,,,0.093350001,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K140",,,,,,,,,0.382939011,,,0.093028001,,,0.274589002,,,,,,,,,,,,,,,,0.044025,,,,,,,,,,,,,,,,,,,,,,,,,,0.092607997,,,,0.019461,,,,,,,,,,0.093350001,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1406",,,,,,,,,0.269472986,,,,,,0.158938006,,,,,,,,,,,,,,,,0.128538996,,,,,,,,,,,,,,,,,,,,,,,,,,0.358251989,,,,,,,,,,,,,,,,0.084798001,,,,,,,,,,,,,,,,,,,,,,
"NIST K1418",,,,0.034839001,,0.023305999,,,0.36015901,,,,,0.026461,,,,,,,,,,,,,,,,,,,0.555235028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1420",,,,,,,,,0.50821799,,,0.112761997,,0.051123001,,0.327897012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1421",,,,0.092905,,0.015537,,,0.540959001,,,,,,0.350598991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1502",,,,,,,,,0.431326002,,,0.065283,0.060307998,,0.252431005,,,,,0.004151,0.003573,,0.004196,,,0.003872,0.174859002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1506",,,,,,,,,0.186954007,,,,,,,,,,,,,,,,0.003803,,0.003495,,0.00187,,,0.00469,,,,,,,,,0.003083,,,,,,,,,,0.009427,,0.645103991,,,,0.117751002,,,,,,,,,,,,,,0.009861,,,,,,,,,,,,0.013962,,,,,,,,,,,,
"NIST K1526",,,,0.039080001,,,,,0.327405006,0.202739999,,0.054749999,0.039019998,0.061349999,,0.211245,,,,,,,,,,,,,,,,,,,,0.064410001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1527",,,,0.044950001,,,,,0.327405006,0.202739999,,0.054749999,0.039019998,0.061349999,,0.211245,,0.058540002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1546",,,,,,,,,0.432597995,,,,0.072369002,0.050515,0.182311997,0.028168,,,,,0.085763,,0.029975001,0.011203,,0.012639,,0.014212,,0.015977001,0.064268999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K157",,,,,,,,,0.355453014,,,0.064153001,,,0.226814002,,,,,,,,,,,,,,,,0.038240001,,,,,,,,,,,,,,,,,,,,,,,,,,0.080338001,,,,,,,,,,,,0.234901994,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1597",,,,,,,,,0.432875991,,,,0.120614998,,0.280479014,,,,,0.166030005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1601",,,,,,,,,0.435173988,,,0.074184999,,0.079383999,0.217371002,,,,,,0.107203998,,,0.028007001,,0.031597,,0.007106,,0.019971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1610",,,,,,,,,0.376623005,,,0.100149997,,0.052923001,0.191661,,,,,0.083015002,,,0.029975001,,,,0.034972001,,0.003929,,0.080337003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046416,,,,,,,,,,,,
"NIST K1713",,,,,,,,,0.434574008,,,0.037092999,,,0.280479014,,,,,,0.142939001,,,,,,0.104915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1714",,,,,,,,,0.433216006,,,0.074184999,,,0.280479014,,,,,,0.107203998,,,,,,0.104915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1716",,,,,,,,,0.431858003,,,0.111277997,,,0.280479014,,,,,,0.071469001,,,,,,0.104915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1718",,,,,,,,,0.430500001,,,0.148369998,,,0.280479014,,,,,,0.035735,,,,,,0.104915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1723",,,,,,,,,0.435252994,,,0.018546,,,0.280479014,,,,,,0.160806,,,,,,0.104915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1727",,,,,,,,,0.468858987,,,0.029673999,0.030153999,0.058215,0.299178004,,,,,0.024904,0.035735,,0.01199,,,0.006319,0.034972001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1732",,,,0.023226,,,,,0.469826013,,,,,0.052923001,0.303853005,,,,,0.099618003,,,,,,0.050554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K1788",,,,,,,,,0.366021991,,,,0.060307998,0.105844997,0.140239999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327585012,,,,,,,,,,,,,,,,,,,,,
"NIST K1807",,,,,,,,,0.276897013,,,,,,0.140239999,,,,,,,,,,,,,,,,0.120504998,,0.104107,,,,,,,,,,,,,,,,,,,,,,,,0.358251989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2",,,,,,,,,0.186082006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679574013,,,,0.134343997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2084",,,,,,,,,0.334105998,,,,,,0.186985999,,,,,0.083015002,,,0.059950002,,,,0.069944002,,,,0.080337003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185663,,,,,,,,,,,,
"NIST K2115",,,,,,,,,0.176382005,,,,,,0.093493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371325999,0.358797997,,,,,,,,,,,
"NIST K2139",,,,,,,,,0.488490999,,,0.089022003,,0.095261,0.327226013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2153",,,,,,,,,0.479247987,,,0.089022003,,0.047630001,0.327226013,,,,,,,,,,,0.056874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2155",,,,,,,,,0.470005006,,,0.089022003,,,0.327226013,,,,,,,,,,,0.113747001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2160",,,,,,,,,0.473172009,,,0.089022003,,0.047630001,0.327226013,,,,,,,,,,,,0.062949002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2166",,,,,,,,,0.457852989,,,0.089022003,,,0.327226013,,,,,,,,,,,,0.125899002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2207",,,,,,,,,0.48319301,,,0.044511002,,0.095261,0.327226013,,,,,0.049809001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2257",,,,,,0.111867003,,,0.386779994,,,,,,0.042072002,,,,,,,,,,,,,,,,,,,,,,,,0.380515009,,,,,,,,,,,,0.078766003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K227",,,,,,,,,0.163855001,,,,,,0.093493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.742651999,,,,,,,,,,,,
"NIST K229",,,,,,,,,0.209940001,,,,,,0.140239999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649820983,,,,,,,,,,,,
"NIST K230",,,,,,,,,0.244877994,,,,,0.026461,0.140239999,,,,,,,,,,,,,,,,0.040167999,,,,,,,,,,,,,,,,,,,,,,,,,,0.089562997,,,,,,,,,,,,,,,,,0.040948,,,,,,,,,0.417742014,,,,,,,,,,,,
"NIST K2307 THIS IS SAME AS K2375",,,,,,,,,0.454566002,,,,,0.079383999,0.257106006,,,,,,0.107203998,,0.029975001,,,0.031597,,,,,0.040167999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2368",,,,,,,,,0.330098987,,,,,,0.246447995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423453987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2373",,,,,,,,,0.411397994,,,0.074184999,,0.026461,0.287490994,,,,,,,,,,,,,,0.011788,,,,,0.037868999,,,,,,,,,0.003333,,,,,,0.013131,,,,,,,,0.134343997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2375 SEE GLASS 2307 NIST K2380",,,,0.069678999,,,,,0.484528989,,,,,,0.316942006,,,,,,0.001429,,,,,,0.003497,,,,,,,,,,,,,,0.111045003,,,,,,,,,,,,,,,,0.000896,,,,,,,,,,,,,,,,0.00848,,,,,,,,,,0.000928,,,,,,,,0.000879,,0.001696,,
"NIST K2384",,,,,,,,,0.375209987,,,,,,0.214099005,,,,,0.117881,,,0.079732999,,,,0.092326,,,,0.025707999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103042997,,,,,,,,,,,,
"NIST K240",,,,,,,,,0.340023011,,,,0.030153999,,0.186985999,,,,,,,,0.059950002,,,,,,,,0.040167999,,,,,,,,,,0.074029997,,,,,,,,,,,,,,,,0.268689007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2422",,,,0.069678999,,0.046611,,,0.458267003,,,,,0.026461,0.186985999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211995006,,
"NIST K2437",,,,,,,,,0.178809002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.559648991,,,,0.134343997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127196997,,
"NIST K2450",,,,,,,,,0.426634014,,,,,0.158767998,0.140239999,,,,,,0.214407995,,0.059950002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2451",,,,,,,,,0.430568993,,,,,0.158767998,0.140239999,,,,,,0.214407995,,,0.056015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2462",,,,,,,,,0.316549987,,,,,,0.186985999,,,,,,,,,,,0.031597,,0.071060002,,,0.080337003,,,,,,,,,,,,,,,,,,,,,,,,,,0.313470006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2463",,,,,,,,,0.307725996,,,,,,0.186985999,,,,,,,,,,,0.031597,,,,0.079884,0.080337003,,,,,,,,,,,,,,,,,,,,,,,,,,0.313470006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2466",,,,,,,,,0.31645301,,,,,,0.205685005,,,,,,,,0.047959998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2467",,,,,,,,,0.314341009,,,,,,0.198204994,,,,,,,,0.057551999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2468",,,,,,,,,0.311172009,,,,,,0.186985999,,,,,,,,0.071939997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2469",,,,,,,,,0.305889994,,,,,,0.168288007,,,,,,,,0.095919997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2472",,,,,,,,,0.308250993,,,,,,0.168288007,,,,,,,,0.059950002,0.033608999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2475 (ISOTOPIC; NOT EXACT)",,,,0.065033004,,,,,0.437884003,,,,,0.042337999,0.280479014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074265003,,,,,,,,,,,,
"NIST K2479",,,,0.069678999,,0.046611,,,0.472083986,,,,,,0.222046003,,,,,,,,,,,,,,,,0.040167999,,,,,,,,,,0.037014998,,,,,,,,,,,,,,,,0.044780999,,,,,,,,,,,,,,,,0.021199999,,,,,,,,,,0.046416,,,,,,,,,,,,
"NIST K249",,,,,,,,,0.244881004,,,,,0.026461,0.140239999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089562997,,,,,,,,,,,,,,,,,0.081896,,,,,,,,,0.394533992,0.022425,,,,,,,,,,,
"NIST K2492",,,,0.092905,,0.05438,,,0.520335972,,,,,0.018523,0.229057997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084798001,,
"NIST K2496",,,,,,,,,0.323054999,,,,,,0.229057997,,,,,,,,0.017984999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2500",,,,0.033631999,,,,,0.424313992,,,,,0.042337999,0.280479014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167097002,,,,,,,,,,,,
"NIST K2501",,,,0.059551999,,,,,0.445051998,,,,,0.042337999,0.280479014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167097002,,,,,,,,,,,,
"NIST K2503 ISOTOPIC GLASS",,,,0.065033004,,,,,0.445051998,,,,,0.042337999,0.280479014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167097002,,,,,,,,,,,,
"NIST K251",,,,,,,,,0.230219007,,,,,0.013231,0.140239999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089562997,,,,,,,,,,,,,,,,,0.040948,,,,,,,,,0.440950006,0.044849999,,,,,,,,,,,
"NIST K252",,,,,,,,,0.30834499,,,,,,0.186985999,,,,,,,,,,,0.031597,,0.039322998,,0.039942,0.080337003,,,,,,,,,,,,,,,,,,,,,,,,,,0.313470006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2523",,,,0.046452001,,0.031074001,,,0.381392002,,,,,,0.186985999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131308004,,,0.083539002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139247,,,,,,,,,,,,
"NIST K253",,,,,,,,,0.316381007,,,,,,0.186985999,,,,,,,,,,,0.063193001,,0.019662,,0.019971,0.080337003,,,,,,,,,,,,,,,,,,,,,,,,,,0.313470006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2536",,,,,,,,,0.291366994,,,,,,0.116866,,,,,,,,0.161864996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2538",,,,,,,,,0.297968,,,,,,0.140239999,,,,,,,,0.131889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2539",,,,,,,,,0.304569989,,,,,,0.163613006,,,,,,,,0.101915002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2554",,,,,,,,,0.388731003,,,,,0.105844997,0.140239999,,,,,,0.142939001,,0.029975001,,,0.031597,,,,,0.160673007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2555",,,,,,,,,0.405831993,,,,,0.079383999,0.163613006,,,,,,0.107203998,,0.029975001,,,,0.069944002,,,0.039942,,,0.104107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K256",,,,,0.025944,0.013362,,,0.412905991,,,,,0.179407999,0.050485998,,,,,,0.222269997,,,,,,,,,,,,,,,,,,,,0.039976001,0.025165999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029483,,,,,,,,,,,,,,,,,,,,,
"NIST K2563",,,,,,,,,0.43434,,,,,0.195285007,0.152393997,,,,,,0.217980996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2566",,,,,,,,,0.461708993,,,0.111277997,,,0.341250002,,,,,,0.085763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2573",,,,,,,,,0.339309007,,,0.073072001,,,0.223075002,,,,,,,,,,,,,,,,0.034625001,,,,,,,,,,,,,,,,,,,,,,,,,,0.072724998,,,,0.257194012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2575",,,,,,,,,0.336237997,,,0.073072001,,,0.223075002,,,,,,,,,,,,,,,,0.034625001,,,,,,,,,,,,,,,,,,,,,,,,,,0.072724998,,,,,,,,0.260264993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2577",,,,,,,,,0.367581993,,,,0.060307998,0.105844997,0.140239999,,,,,,,,,,,,,,,,0.080337003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245689005,,,,,,,,,,,,,,,,,,,,,
"NIST K2580",,,,0.046452001,,,,,0.355933994,,,,,,0.186985999,,,,,,,,,,,,,,,,,,0.069403999,,,,,,,,0.074029997,,,,,,,,,,,,,,,,0.089562997,,,,,,,,,,,,,,,,0.084798001,,,,,,,,,,0.092831999,,,,,,,,,,,,
"NIST K2589",,,,0.092905,,0.051272001,,,0.516296983,,,,,0.018523,0.229057997,,,,,,0.007147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084798001,,
"NIST K2591",,,,0.092905,,0.051272001,,,0.514487028,,,,,0.018523,0.229057997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084798001,,
"NIST K2598",,,,,,,,,0.356281012,,,,,,,0.229885995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413834006,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2612",,,,,,,,,0.337787002,,,0.073072001,,,0.223075002,,,,,,,,,,,,,,,,0.034625001,,,,,,,,,,,,,,,,,,,,,,,,,,0.072724998,,,,,,0.258715987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
