"ZZ","II","NN","OO","PP"
82, 6, 9, 19, 6.749e-5
82, 6, 8, 15, 0.01933733
82, 6, 9, 28, 8.0e-7
82, 6, 8, 18, 0.00029292
82, 6, 8, 19, 2.952e-5
82, 6, 8, 27, 4.31e-6
82, 6, 8, 28, 3.6e-7
82, 6, 7, 13, 6.012e-5
82, 6, 7, 14, 0.00046346
82, 6, 6, 10, 0.00075842
82, 6, 7, 17, 2.62e-5
82, 6, 7, 20, 8.14e-6
82, 6, 7, 21, 6.233e-5
82, 6, 7, 26, 3.34e-6
82, 6, 6, 13, 0.00403439
82, 6, 6, 17, 0.00016644
82, 6, 6, 20, 0.00058757
82, 6, 6, 26, 2.13e-5
82, 7, 17, 18, 2.3e-7
82, 7, 19, 20, 1.0e-7
82, 7, 19, 21, 1.07e-6
82, 7, 17, 19, 1.77e-6
82, 7, 19, 26, 1.8e-7
82, 7, 18, 20, 3.34e-6
82, 7, 18, 26, 2.7e-7
82, 7, 10, 11, 1.27e-6
82, 7, 16, 21, 8.44e-6
82, 7, 15, 20, 5.42e-6
82, 7, 15, 21, 3.6e-7
82, 7, 17, 27, 2.0e-8
82, 7, 17, 28, 0.0
82, 7, 12, 13, 4.94e-6
82, 7, 12, 14, 6.319e-5
82, 7, 10, 12, 2.187e-5
82, 7, 14, 15, 8.1e-6
82, 7, 14, 16, 0.00017488
82, 7, 13, 15, 8.465e-5
82, 7, 11, 13, 8.036e-5
82, 7, 13, 18, 1.979e-5
82, 7, 14, 19, 4.076e-5
82, 7, 13, 19, 2.59e-6
82, 7, 14, 28, 6.4e-7
82, 7, 13, 27, 3.9e-7
82, 7, 13, 28, 4.0e-8
82, 7, 7, 8, 1.496e-5
82, 7, 12, 17, 5.604e-5
82, 7, 7, 9, 0.00026542
82, 7, 11, 17, 1.782e-5
82, 7, 12, 20, 3.46e-6
82, 7, 12, 21, 2.015e-5
82, 7, 12, 26, 7.18e-6
82, 7, 11, 20, 3.28e-6
82, 7, 11, 26, 2.33e-6
82, 7, 10, 18, 1.391e-5
82, 7, 10, 19, 5.37e-6
82, 7, 10, 27, 4.2e-7
82, 7, 10, 28, 1.5e-7
82, 7, 8, 11, 0.0001621
82, 7, 9, 12, 0.00091904
82, 7, 8, 12, 1.621e-5
82, 7, 7, 10, 0.0014047
82, 7, 9, 15, 0.00097464
82, 7, 9, 16, 0.01905102
82, 7, 9, 19, 0.00022463
82, 7, 8, 15, 0.00264041
82, 7, 9, 28, 2.67e-6
82, 7, 8, 18, 4.0e-5
82, 7, 8, 19, 4.03e-6
82, 7, 8, 27, 5.9e-7
82, 7, 8, 28, 5.0e-8
82, 7, 7, 13, 0.00068479
82, 7, 7, 14, 0.00527899
82, 7, 7, 17, 0.00029839
82, 7, 7, 20, 9.27e-5
82, 7, 7, 21, 0.00071001
82, 7, 7, 26, 3.8e-5
82, 8, 17, 18, 1.6e-7
82, 8, 19, 20, 7.0e-8
82, 8, 19, 21, 7.4e-7
82, 8, 17, 19, 1.21e-6
82, 8, 19, 26, 1.2e-7
82, 8, 18, 20, 2.66e-6
82, 8, 18, 26, 2.1e-7
82, 8, 10, 11, 1.23e-6
82, 8, 16, 21, 4.76e-6
82, 8, 15, 20, 6.12e-6
82, 8, 15, 21, 4.1e-7
82, 8, 17, 27, 1.0e-8
82, 8, 17, 28, 0.0
82, 8, 12, 13, 1.9e-6
82, 8, 12, 14, 2.431e-5
82, 8, 10, 12, 2.123e-5
82, 8, 14, 15, 3.56e-6
82, 8, 14, 16, 7.697e-5
82, 8, 13, 15, 0.00015267
82, 8, 11, 13, 7.112e-5
82, 8, 13, 18, 3.57e-5
82, 8, 14, 19, 1.794e-5
82, 8, 13, 19, 4.67e-6
82, 8, 14, 28, 2.8e-7
82, 8, 13, 27, 7.0e-7
82, 8, 13, 28, 7.0e-8
82, 8, 12, 17, 2.156e-5
82, 8, 11, 17, 1.577e-5
82, 8, 12, 20, 1.33e-6
82, 8, 12, 21, 7.75e-6
82, 8, 12, 26, 2.76e-6
82, 8, 11, 20, 2.9e-6
82, 8, 11, 26, 2.06e-6
82, 8, 10, 18, 1.35e-5
82, 8, 10, 19, 5.21e-6
82, 8, 10, 27, 4.1e-7
82, 8, 10, 28, 1.4e-7
82, 8, 8, 11, 0.0020199
82, 8, 9, 12, 9.24e-5
82, 8, 8, 12, 0.00020199
82, 8, 9, 15, 9.799e-5
82, 8, 9, 16, 0.00191543
82, 8, 9, 19, 2.258e-5
82, 8, 8, 15, 0.032902
82, 8, 9, 28, 2.7e-7
82, 8, 8, 18, 0.00049839
82, 8, 8, 19, 5.023e-5
82, 8, 8, 27, 7.34e-6
82, 8, 8, 28, 6.1e-7
82, 9, 17, 18, 1.6e-7
82, 9, 19, 20, 7.0e-8
82, 9, 19, 21, 7.7e-7
82, 9, 17, 19, 1.24e-6
82, 9, 19, 26, 1.3e-7
82, 9, 18, 20, 2.41e-6
82, 9, 18, 26, 1.9e-7
82, 9, 10, 11, 1.23e-6
82, 9, 16, 21, 7.04e-6
82, 9, 15, 20, 3.56e-6
82, 9, 15, 21, 2.4e-7
82, 9, 17, 27, 1.0e-8
82, 9, 17, 28, 0.0
82, 9, 12, 13, 1.94e-6
82, 9, 12, 14, 2.474e-5
82, 9, 10, 12, 2.123e-5
82, 9, 14, 15, 7.55e-6
82, 9, 14, 16, 0.00016312
82, 9, 13, 15, 5.176e-5
82, 9, 11, 13, 6.667e-5
82, 9, 13, 18, 1.21e-5
82, 9, 14, 19, 3.802e-5
82, 9, 13, 19, 1.58e-6
82, 9, 14, 28, 5.9e-7
82, 9, 13, 27, 2.4e-7
82, 9, 13, 28, 2.0e-8
82, 9, 12, 17, 2.194e-5
82, 9, 11, 17, 1.479e-5
82, 9, 12, 20, 1.35e-6
82, 9, 12, 21, 7.89e-6
82, 9, 12, 26, 2.81e-6
82, 9, 11, 20, 2.72e-6
82, 9, 11, 26, 1.93e-6
82, 9, 10, 18, 1.35e-5
82, 9, 10, 19, 5.21e-6
82, 9, 10, 27, 4.1e-7
82, 9, 10, 28, 1.4e-7
82, 9, 9, 12, 0.00153741
82, 9, 9, 15, 0.00163041
82, 9, 9, 16, 0.03186919
82, 9, 9, 19, 0.00037576
82, 9, 9, 28, 4.47e-6
82, 10, 17, 18, 4.4e-7
82, 10, 19, 20, 9.0e-8
82, 10, 19, 21, 9.4e-7
82, 10, 17, 19, 3.39e-6
82, 10, 19, 26, 1.6e-7
82, 10, 18, 20, 2.84e-6
82, 10, 18, 26, 2.3e-7
82, 10, 10, 11, 1.812e-5
82, 10, 16, 21, 3.78e-6
82, 10, 15, 20, 2.75e-6
82, 10, 15, 21, 1.8e-7
82, 10, 17, 27, 4.0e-8
82, 10, 17, 28, 0.0
82, 10, 12, 13, 6.11e-6
82, 10, 12, 14, 7.806e-5
82, 10, 10, 12, 0.00031314
82, 10, 14, 15, 3.73e-6
82, 10, 14, 16, 8.044e-5
82, 10, 13, 15, 5.45e-5
82, 10, 11, 13, 0.00016841
82, 10, 13, 18, 1.274e-5
82, 10, 14, 19, 1.875e-5
82, 10, 13, 19, 1.67e-6
82, 10, 14, 28, 2.9e-7
82, 10, 13, 27, 2.5e-7
82, 10, 13, 28, 3.0e-8
82, 10, 12, 17, 6.923e-5
82, 10, 11, 17, 3.735e-5
82, 10, 12, 20, 4.27e-6
82, 10, 12, 21, 2.489e-5
82, 10, 12, 26, 8.86e-6
82, 10, 11, 20, 6.88e-6
82, 10, 11, 26, 4.88e-6
82, 10, 10, 18, 0.00019914
82, 10, 10, 19, 7.69e-5
82, 10, 10, 27, 6.01e-6
82, 10, 10, 28, 2.09e-6
82, 11, 17, 18, 1.6e-7
82, 11, 19, 20, 7.0e-8
82, 11, 19, 21, 6.7e-7
82, 11, 17, 19, 1.26e-6
82, 11, 19, 26, 1.1e-7
82, 11, 18, 20, 3.07e-6
82, 11, 18, 26, 2.4e-7
82, 11, 16, 21, 3.86e-6
82, 11, 15, 20, 4.23e-6
82, 11, 15, 21, 2.8e-7
82, 11, 17, 27, 1.0e-8
82, 11, 17, 28, 0.0
82, 11, 12, 13, 8.9e-7
82, 11, 12, 14, 1.136e-5
82, 11, 14, 15, 1.48e-6
82, 11, 14, 16, 3.186e-5
82, 11, 13, 15, 0.00015453
82, 11, 11, 13, 0.00092214
82, 11, 13, 18, 3.613e-5
82, 11, 14, 19, 7.43e-6
82, 11, 13, 19, 4.73e-6
82, 11, 14, 28, 1.2e-7
82, 11, 13, 27, 7.1e-7
82, 11, 13, 28, 7.0e-8
82, 11, 12, 17, 1.008e-5
82, 11, 11, 17, 0.00020451
82, 11, 12, 20, 6.2e-7
82, 11, 12, 21, 3.62e-6
82, 11, 12, 26, 1.29e-6
82, 11, 11, 20, 3.766e-5
82, 11, 11, 26, 2.673e-5
82, 12, 17, 18, 2.3e-7
82, 12, 19, 20, 8.0e-8
82, 12, 19, 21, 8.2e-7
82, 12, 17, 19, 1.8e-6
82, 12, 19, 26, 1.4e-7
82, 12, 18, 20, 2.24e-6
82, 12, 18, 26, 1.8e-7
82, 12, 16, 21, 4.42e-6
82, 12, 15, 20, 2.34e-6
82, 12, 15, 21, 1.6e-7
82, 12, 17, 27, 2.0e-8
82, 12, 17, 28, 0.0
82, 12, 12, 13, 1.582e-5
82, 12, 12, 14, 0.00020224
82, 12, 14, 15, 6.97e-6
82, 12, 14, 16, 0.00015044
82, 12, 13, 15, 3.09e-5
82, 12, 13, 18, 7.22e-6
82, 12, 14, 19, 3.506e-5
82, 12, 13, 19, 9.4e-7
82, 12, 14, 28, 5.5e-7
82, 12, 13, 27, 1.4e-7
82, 12, 13, 28, 1.0e-8
82, 12, 12, 17, 0.00017937
82, 12, 12, 20, 1.107e-5
82, 12, 12, 21, 6.449e-5
82, 12, 12, 26, 2.297e-5
82, 13, 17, 18, 1.0e-7
82, 13, 19, 20, 4.0e-8
82, 13, 19, 21, 4.5e-7
82, 13, 17, 19, 7.7e-7
82, 13, 19, 26, 7.0e-8
82, 13, 18, 20, 1.72e-6
82, 13, 18, 26, 1.4e-7
82, 13, 16, 21, 2.25e-6
82, 13, 15, 20, 4.63e-6
82, 13, 15, 21, 3.1e-7
82, 13, 17, 27, 1.0e-8
82, 13, 17, 28, 0.0
82, 13, 14, 15, 6.0e-8
82, 13, 14, 16, 1.31e-6
82, 13, 13, 15, 0.00025419
82, 13, 13, 18, 5.943e-5
82, 13, 14, 19, 3.1e-7
82, 13, 13, 19, 7.77e-6
82, 13, 14, 28, 0.0
82, 13, 13, 27, 1.16e-6
82, 13, 13, 28, 1.2e-7
82, 14, 17, 18, 1.2e-7
82, 14, 19, 20, 5.0e-8
82, 14, 19, 21, 4.9e-7
82, 14, 17, 19, 9.0e-7
82, 14, 19, 26, 8.0e-8
82, 14, 18, 20, 1.48e-6
82, 14, 18, 26, 1.2e-7
82, 14, 16, 21, 4.74e-6
82, 14, 15, 20, 1.58e-6
82, 14, 15, 21, 1.0e-7
82, 14, 17, 27, 1.0e-8
82, 14, 17, 28, 0.0
82, 14, 14, 15, 1.063e-5
82, 14, 14, 16, 0.00022947
82, 14, 14, 19, 5.349e-5
82, 14, 14, 28, 8.4e-7
82, 15, 19, 20, 2.0e-8
82, 15, 19, 21, 1.8e-7
82, 15, 19, 26, 3.0e-8
82, 15, 18, 20, 1.01e-6
82, 15, 18, 26, 8.0e-8
82, 15, 15, 20, 4.88e-6
82, 15, 15, 21, 3.2e-7
82, 16, 19, 20, 2.0e-8
82, 16, 19, 21, 2.5e-7
82, 16, 19, 26, 4.0e-8
82, 16, 18, 20, 5.5e-7
82, 16, 18, 26, 4.0e-8
82, 16, 16, 21, 4.7e-6
82, 17, 17, 18, 1.06e-6
82, 17, 19, 20, 6.0e-8
82, 17, 19, 21, 5.8e-7
82, 17, 17, 19, 8.16e-6
82, 17, 19, 26, 1.0e-7
82, 17, 18, 20, 9.9e-7
82, 17, 18, 26, 8.0e-8
82, 17, 17, 27, 9.0e-8
82, 17, 17, 28, 0.0
82, 18, 19, 20, 1.0e-8
82, 18, 19, 21, 7.0e-8
82, 18, 19, 26, 1.0e-8
82, 18, 18, 20, 4.84e-6
82, 18, 18, 26, 3.8e-7
82, 19, 19, 20, 9.0e-8
82, 19, 19, 21, 8.9e-7
82, 19, 19, 26, 1.5e-7
83, 1, 17, 18, 3.2e-7
83, 1, 19, 20, 1.6e-7
83, 1, 19, 21, 1.72e-6
83, 1, 17, 19, 2.62e-6
83, 1, 19, 26, 3.2e-7
83, 1, 18, 20, 5.77e-6
83, 1, 18, 26, 4.9e-7
83, 1, 10, 11, 2.01e-6
83, 1, 16, 21, 1.405e-5
83, 1, 15, 20, 1.059e-5
83, 1, 15, 21, 7.0e-7
83, 1, 17, 27, 6.0e-8
83, 1, 17, 28, 0.0
83, 1, 12, 13, 4.87e-6
83, 1, 12, 14, 6.305e-5
83, 1, 10, 12, 3.678e-5
83, 1, 14, 15, 1.017e-5
83, 1, 14, 16, 0.00022054
83, 1, 5, 6, 4.8e-7
83, 1, 13, 15, 0.00016606
83, 1, 11, 13, 0.00017807
83, 1, 13, 18, 3.955e-5
83, 1, 14, 19, 5.244e-5
83, 1, 13, 19, 5.1e-6
83, 1, 14, 28, 1.59e-6
83, 1, 13, 27, 1.44e-6
83, 1, 13, 28, 1.5e-7
83, 1, 7, 8, 5.17e-6
83, 1, 12, 17, 5.937e-5
83, 1, 7, 9, 9.376e-5
83, 1, 2, 3, 2.8e-7
83, 1, 11, 17, 4.006e-5
83, 1, 12, 20, 4.01e-6
83, 1, 12, 21, 2.348e-5
83, 1, 12, 26, 8.24e-6
83, 1, 11, 20, 8.09e-6
83, 1, 11, 26, 5.7e-6
83, 1, 10, 18, 2.383e-5
83, 1, 5, 7, 2.519e-5
83, 1, 10, 19, 8.82e-6
83, 1, 10, 27, 1.27e-6
83, 1, 10, 28, 4.5e-7
83, 1, 6, 8, 0.00018382
83, 1, 8, 11, 0.00088212
83, 1, 9, 12, 0.00104236
83, 1, 8, 12, 8.76e-5
83, 1, 7, 10, 0.00051102
83, 1, 3, 4, 3.74e-6
83, 1, 9, 15, 0.00117935
83, 1, 9, 16, 0.02304726
83, 1, 9, 19, 0.00025053
83, 1, 8, 15, 0.01515683
83, 1, 8, 18, 0.00021655
83, 1, 9, 28, 5.99e-6
83, 1, 8, 19, 2.163e-5
83, 1, 8, 27, 6.07e-6
83, 1, 8, 28, 5.1e-7
83, 1, 7, 13, 0.0002486
83, 1, 7, 14, 0.00191139
83, 1, 6, 10, 0.00012738
83, 1, 2, 4, 7.915e-5
83, 1, 7, 17, 0.00011068
83, 1, 7, 20, 3.614e-5
83, 1, 7, 21, 0.00027744
83, 1, 7, 26, 1.53e-5
83, 1, 5, 11, 7.849e-5
83, 1, 6, 13, 0.0006758
83, 1, 5, 12, 5.842e-5
83, 1, 6, 17, 2.856e-5
83, 1, 6, 20, 0.00010602
83, 1, 6, 26, 3.97e-6
83, 1, 5, 18, 1.754e-5
83, 1, 5, 19, 1.409e-5
83, 1, 5, 27, 8.3e-7
83, 1, 5, 28, 5.6e-7
83, 1, 4, 5, 0.00890138
83, 1, 4, 6, 9.617e-5
83, 1, 4, 7, 8.69e-5
83, 1, 4, 8, 0.01556844
83, 1, 4, 9, 0.13709638
83, 1, 3, 5, 0.00269381
83, 1, 4, 10, 0.00202733
83, 1, 3, 7, 0.00011333
83, 1, 4, 11, 2.173e-5
83, 1, 2, 6, 0.00082408
83, 1, 4, 12, 2.242e-5
83, 1, 4, 13, 0.0029406
83, 1, 4, 14, 0.02662086
83, 1, 3, 8, 0.0987539
83, 1, 2, 7, 0.00088237
83, 1, 4, 15, 2.461e-5
83, 1, 4, 16, 0.00013727
83, 1, 4, 17, 0.00044483
83, 1, 4, 18, 4.56e-6
83, 1, 4, 19, 4.77e-6
83, 1, 4, 20, 0.00038473
83, 1, 4, 21, 0.00342779
83, 1, 4, 26, 6.166e-5
83, 1, 4, 27, 2.0e-7
83, 1, 4, 28, 1.7e-7
83, 1, 2, 8, 3.053e-5
83, 1, 2, 9, 4.567e-5
83, 1, 3, 10, 0.00069889
83, 1, 3, 12, 3.174e-5
83, 1, 3, 13, 0.02039089
83, 1, 2, 11, 0.00021328
83, 1, 3, 15, 9.009e-5
83, 1, 3, 17, 0.00015194
83, 1, 3, 19, 6.44e-6
83, 1, 2, 12, 0.00025001
83, 1, 3, 20, 0.00270954
83, 1, 3, 26, 2.146e-5
83, 1, 3, 28, 2.5e-7
83, 1, 2, 13, 4.74e-6
83, 1, 2, 14, 7.51e-6
83, 1, 2, 18, 4.295e-5
83, 1, 2, 19, 4.967e-5
83, 1, 2, 20, 5.9e-7
83, 1, 2, 21, 9.3e-7
83, 1, 2, 27, 2.05e-6
83, 1, 2, 28, 1.99e-6
83, 1, 1, 3, 0.28281025
83, 1, 1, 4, 0.47291041
83, 1, 1, 6, 0.05288205
83, 1, 1, 7, 0.10249009
83, 1, 1, 8, 0.0014803
83, 1, 1, 9, 0.001782
83, 1, 1, 11, 0.01268001
83, 1, 1, 12, 0.02498002
83, 1, 1, 13, 0.00039803
83, 1, 1, 14, 0.00047858
83, 1, 1, 18, 0.0029594
83, 1, 1, 19, 0.00569621
83, 1, 1, 20, 5.543e-5
83, 1, 1, 21, 6.516e-5
83, 1, 1, 27, 0.00011986
83, 1, 1, 28, 0.0001923
83, 2, 17, 18, 4.7e-7
83, 2, 19, 20, 2.3e-7
83, 2, 19, 21, 2.46e-6
83, 2, 17, 19, 3.82e-6
83, 2, 19, 26, 4.6e-7
83, 2, 18, 20, 8.13e-6
83, 2, 18, 26, 7.0e-7
83, 2, 10, 11, 3.35e-6
83, 2, 16, 21, 2.058e-5
83, 2, 15, 20, 1.485e-5
83, 2, 15, 21, 9.8e-7
83, 2, 17, 27, 9.0e-8
83, 2, 17, 28, 0.0
83, 2, 12, 13, 6.31e-6
83, 2, 12, 14, 8.167e-5
83, 2, 10, 12, 6.125e-5
83, 2, 14, 15, 1.518e-5
83, 2, 14, 16, 0.00032934
83, 2, 5, 6, 1.25e-6
83, 2, 13, 15, 0.00022102
83, 2, 11, 13, 0.0002123
83, 2, 13, 18, 5.265e-5
83, 2, 14, 19, 7.831e-5
83, 2, 13, 19, 6.79e-6
83, 2, 14, 28, 2.37e-6
83, 2, 13, 27, 1.92e-6
83, 2, 13, 28, 2.0e-7
83, 2, 7, 8, 5.47e-6
83, 2, 12, 17, 7.69e-5
83, 2, 7, 9, 9.932e-5
83, 2, 2, 3, 1.181e-5
83, 2, 11, 17, 4.776e-5
83, 2, 12, 20, 5.19e-6
83, 2, 12, 21, 3.042e-5
83, 2, 12, 26, 1.067e-5
83, 2, 11, 20, 9.65e-6
83, 2, 11, 26, 6.79e-6
83, 2, 10, 18, 3.968e-5
83, 2, 5, 7, 6.568e-5
83, 2, 10, 19, 1.469e-5
83, 2, 10, 27, 2.12e-6
83, 2, 10, 28, 7.5e-7
83, 2, 6, 8, 0.00014015
83, 2, 8, 11, 0.00120029
83, 2, 9, 12, 0.00171961
83, 2, 8, 12, 0.00011919
83, 2, 7, 10, 0.00054135
83, 2, 3, 4, 6.9e-7
83, 2, 9, 15, 0.0019456
83, 2, 9, 16, 0.0380217
83, 2, 9, 19, 0.0004133
83, 2, 8, 15, 0.02062358
83, 2, 8, 18, 0.00029466
83, 2, 9, 28, 9.88e-6
83, 2, 8, 19, 2.943e-5
83, 2, 8, 27, 8.26e-6
83, 2, 8, 28, 7.0e-7
83, 2, 7, 13, 0.00026336
83, 2, 7, 14, 0.00202483
83, 2, 6, 10, 9.712e-5
83, 2, 2, 4, 0.0033237
83, 2, 7, 17, 0.00011725
83, 2, 7, 20, 3.829e-5
83, 2, 7, 21, 0.00029391
83, 2, 7, 26, 1.621e-5
83, 2, 5, 11, 0.00020466
83, 2, 6, 13, 0.00051527
83, 2, 5, 12, 0.00015233
83, 2, 6, 17, 2.178e-5
83, 2, 6, 20, 8.084e-5
83, 2, 6, 26, 3.02e-6
83, 2, 5, 18, 4.572e-5
83, 2, 5, 19, 3.674e-5
83, 2, 5, 27, 2.17e-6
83, 2, 5, 28, 1.47e-6
83, 2, 4, 5, 0.01150842
83, 2, 4, 6, 0.00012434
83, 2, 4, 7, 0.00011235
83, 2, 4, 8, 0.02012814
83, 2, 4, 9, 0.17724929
83, 2, 3, 5, 0.00049815
83, 2, 4, 10, 0.00262109
83, 2, 3, 7, 2.096e-5
83, 2, 4, 11, 2.81e-5
83, 2, 2, 6, 0.03460699
83, 2, 4, 12, 2.898e-5
83, 2, 4, 13, 0.00380184
83, 2, 4, 14, 0.0344176
83, 2, 3, 8, 0.01826179
83, 2, 2, 7, 0.03705499
83, 2, 4, 15, 3.182e-5
83, 2, 4, 16, 0.00017747
83, 2, 4, 17, 0.00057512
83, 2, 4, 18, 5.89e-6
83, 2, 4, 19, 6.17e-6
83, 2, 4, 20, 0.00049741
83, 2, 4, 21, 0.00443173
83, 2, 4, 26, 7.972e-5
83, 2, 4, 27, 2.6e-7
83, 2, 4, 28, 2.3e-7
83, 2, 2, 8, 0.0012821
83, 2, 2, 9, 0.0019179
83, 2, 3, 10, 0.00012924
83, 2, 3, 12, 5.87e-6
83, 2, 3, 13, 0.00377073
83, 2, 2, 11, 0.0089566
83, 2, 3, 15, 1.666e-5
83, 2, 3, 17, 2.81e-5
83, 2, 3, 19, 1.19e-6
83, 2, 2, 12, 0.010499
83, 2, 3, 20, 0.00050105
83, 2, 3, 26, 3.97e-6
83, 2, 3, 28, 5.0e-8
83, 2, 2, 13, 0.00019911
83, 2, 2, 14, 0.00031549
83, 2, 2, 18, 0.0018035
83, 2, 2, 19, 0.0020858
83, 2, 2, 20, 2.489e-5
83, 2, 2, 21, 3.912e-5
83, 2, 2, 27, 8.6e-5
83, 2, 2, 28, 8.342e-5
83, 3, 17, 18, 3.2e-7
83, 3, 19, 20, 1.6e-7
83, 3, 19, 21, 1.72e-6
83, 3, 17, 19, 2.64e-6
83, 3, 19, 26, 3.2e-7
83, 3, 18, 20, 6.08e-6
83, 3, 18, 26, 5.2e-7
83, 3, 10, 11, 2.15e-6
83, 3, 16, 21, 1.304e-5
83, 3, 15, 20, 1.224e-5
83, 3, 15, 21, 8.1e-7
83, 3, 17, 27, 6.0e-8
83, 3, 17, 28, 0.0
83, 3, 12, 13, 4.15e-6
83, 3, 12, 14, 5.37e-5
83, 3, 10, 12, 3.937e-5
83, 3, 14, 15, 8.38e-6
83, 3, 14, 16, 0.00018183
83, 3, 5, 6, 4.9e-7
83, 3, 13, 15, 0.00022681
83, 3, 11, 13, 0.00022619
83, 3, 13, 18, 5.402e-5
83, 3, 14, 19, 4.323e-5
83, 3, 13, 19, 6.97e-6
83, 3, 14, 28, 1.31e-6
83, 3, 13, 27, 1.97e-6
83, 3, 13, 28, 2.1e-7
83, 3, 7, 8, 2.76e-6
83, 3, 12, 17, 5.057e-5
83, 3, 7, 9, 5.012e-5
83, 3, 11, 17, 5.089e-5
83, 3, 12, 20, 3.41e-6
83, 3, 12, 21, 2.0e-5
83, 3, 12, 26, 7.02e-6
83, 3, 11, 20, 1.028e-5
83, 3, 11, 26, 7.23e-6
83, 3, 10, 18, 2.55e-5
83, 3, 5, 7, 2.567e-5
83, 3, 10, 19, 9.44e-6
83, 3, 10, 27, 1.36e-6
83, 3, 10, 28, 4.8e-7
83, 3, 6, 8, 0.00026632
83, 3, 8, 11, 0.00151436
83, 3, 9, 12, 0.00065432
83, 3, 8, 12, 0.00015038
83, 3, 7, 10, 0.00027318
83, 3, 3, 4, 1.24e-5
83, 3, 9, 15, 0.00074032
83, 3, 9, 16, 0.01446758
83, 3, 9, 19, 0.00015726
83, 3, 8, 15, 0.02601994
83, 3, 8, 18, 0.00037176
83, 3, 9, 28, 3.76e-6
83, 3, 8, 19, 3.713e-5
83, 3, 8, 27, 1.042e-5
83, 3, 8, 28, 8.8e-7
83, 3, 7, 13, 0.0001329
83, 3, 7, 14, 0.0010218
83, 3, 6, 10, 0.00018455
83, 3, 7, 17, 5.917e-5
83, 3, 7, 20, 1.932e-5
83, 3, 7, 21, 0.00014831
83, 3, 7, 26, 8.18e-6
83, 3, 5, 11, 7.998e-5
83, 3, 6, 13, 0.00097912
83, 3, 5, 12, 5.953e-5
83, 3, 6, 17, 4.138e-5
83, 3, 6, 20, 0.00015361
83, 3, 6, 26, 5.75e-6
83, 3, 5, 18, 1.787e-5
83, 3, 5, 19, 1.436e-5
83, 3, 5, 27, 8.5e-7
83, 3, 5, 28, 5.7e-7
83, 3, 4, 5, 0.0019519
83, 3, 4, 6, 2.109e-5
83, 3, 4, 7, 1.905e-5
83, 3, 4, 8, 0.00341386
83, 3, 4, 9, 0.03006255
83, 3, 3, 5, 0.00894229
83, 3, 4, 10, 0.00044455
83, 3, 3, 7, 0.0003762
83, 3, 4, 11, 4.77e-6
83, 3, 4, 12, 4.92e-6
83, 3, 4, 13, 0.00064482
83, 3, 4, 14, 0.00583743
83, 3, 3, 8, 0.32781986
83, 3, 4, 15, 5.4e-6
83, 3, 4, 16, 3.01e-5
83, 3, 4, 17, 9.754e-5
83, 3, 4, 18, 1.0e-6
83, 3, 4, 19, 1.05e-6
83, 3, 4, 20, 8.436e-5
83, 3, 4, 21, 0.00075165
83, 3, 4, 26, 1.352e-5
83, 3, 4, 27, 4.0e-8
83, 3, 4, 28, 4.0e-8
83, 3, 3, 10, 0.00232
83, 3, 3, 12, 0.00010537
83, 3, 3, 13, 0.06768887
83, 3, 3, 15, 0.00029905
83, 3, 3, 17, 0.00050437
83, 3, 3, 19, 2.138e-5
83, 3, 3, 20, 0.00899449
83, 3, 3, 26, 7.124e-5
83, 3, 3, 28, 8.3e-7
83, 4, 17, 18, 3.2e-7
83, 4, 19, 20, 1.7e-7
83, 4, 19, 21, 1.74e-6
83, 4, 17, 19, 2.62e-6
83, 4, 19, 26, 3.3e-7
83, 4, 18, 20, 5.65e-6
83, 4, 18, 26, 4.8e-7
83, 4, 10, 11, 2.01e-6
83, 4, 16, 21, 1.505e-5
83, 4, 15, 20, 9.96e-6
83, 4, 15, 21, 6.6e-7
83, 4, 17, 27, 6.0e-8
83, 4, 17, 28, 0.0
83, 4, 12, 13, 4.66e-6
83, 4, 12, 14, 6.03e-5
83, 4, 10, 12, 3.676e-5
83, 4, 14, 15, 1.168e-5
83, 4, 14, 16, 0.0002534
83, 4, 5, 6, 5.3e-7
83, 4, 13, 15, 0.00013976
83, 4, 11, 13, 0.0001315
83, 4, 13, 18, 3.329e-5
83, 4, 14, 19, 6.025e-5
83, 4, 13, 19, 4.3e-6
83, 4, 14, 28, 1.83e-6
83, 4, 13, 27, 1.21e-6
83, 4, 13, 28, 1.3e-7
83, 4, 7, 8, 5.12e-6
83, 4, 12, 17, 5.678e-5
83, 4, 7, 9, 9.3e-5
83, 4, 11, 17, 2.958e-5
83, 4, 12, 20, 3.83e-6
83, 4, 12, 21, 2.246e-5
83, 4, 12, 26, 7.88e-6
83, 4, 11, 20, 5.98e-6
83, 4, 11, 26, 4.21e-6
83, 4, 10, 18, 2.381e-5
83, 4, 5, 7, 2.76e-5
83, 4, 10, 19, 8.82e-6
83, 4, 10, 27, 1.27e-6
83, 4, 10, 28, 4.5e-7
83, 4, 6, 8, 7.468e-5
83, 4, 8, 11, 0.00062888
83, 4, 9, 12, 0.00139493
83, 4, 8, 12, 6.245e-5
83, 4, 7, 10, 0.00050686
83, 4, 9, 15, 0.00157826
83, 4, 9, 16, 0.03084297
83, 4, 9, 19, 0.00033527
83, 4, 8, 15, 0.01080549
83, 4, 8, 18, 0.00015438
83, 4, 9, 28, 8.01e-6
83, 4, 8, 19, 1.542e-5
83, 4, 8, 27, 4.33e-6
83, 4, 8, 28, 3.7e-7
83, 4, 7, 13, 0.00024658
