"ZZ","II","NN","OO","PP"
53, 7, 10, 18, 2.02e-6
53, 7, 10, 19, 1.9e-6
53, 7, 7, 8, 2.301e-5
53, 7, 7, 9, 0.0002475
53, 7, 9, 12, 0.00109753
53, 7, 8, 11, 0.00028954
53, 7, 8, 12, 4.623e-5
53, 7, 9, 19, 8.754e-5
53, 7, 8, 18, 2.412e-5
53, 7, 8, 19, 3.69e-6
53, 7, 7, 10, 0.00034865
53, 7, 7, 13, 0.00012353
53, 7, 7, 14, 0.00101966
53, 7, 7, 17, 4.962e-5
53, 8, 10, 11, 1.7e-6
53, 8, 14, 19, 2.6e-7
53, 8, 13, 18, 3.2e-7
53, 8, 13, 19, 6.0e-8
53, 8, 10, 12, 6.09e-6
53, 8, 12, 13, 6.5e-7
53, 8, 12, 14, 6.6e-6
53, 8, 11, 13, 1.22e-5
53, 8, 12, 17, 1.2e-6
53, 8, 11, 17, 1.53e-6
53, 8, 10, 18, 1.01e-6
53, 8, 10, 19, 9.5e-7
53, 8, 9, 12, 2.275e-5
53, 8, 8, 11, 0.0015427
53, 8, 8, 12, 0.0002463
53, 8, 9, 19, 1.81e-6
53, 8, 8, 18, 0.00012852
53, 8, 8, 19, 1.967e-5
53, 9, 10, 11, 1.73e-6
53, 9, 14, 19, 4.8e-7
53, 9, 13, 18, 1.5e-7
53, 9, 13, 19, 3.0e-8
53, 9, 10, 12, 6.19e-6
53, 9, 12, 13, 6.6e-7
53, 9, 12, 14, 6.69e-6
53, 9, 11, 13, 1.257e-5
53, 9, 12, 17, 1.22e-6
53, 9, 11, 17, 1.57e-6
53, 9, 10, 18, 1.03e-6
53, 9, 10, 19, 9.7e-7
53, 9, 9, 12, 0.00166508
53, 9, 9, 19, 0.00013281
53, 10, 10, 11, 1.155e-5
53, 10, 14, 19, 3.3e-7
53, 10, 13, 18, 1.6e-7
53, 10, 13, 19, 3.0e-8
53, 10, 10, 12, 4.136e-5
53, 10, 12, 13, 1.03e-6
53, 10, 12, 14, 1.05e-5
53, 10, 11, 13, 1.404e-5
53, 10, 12, 17, 1.91e-6
53, 10, 11, 17, 1.76e-6
53, 10, 10, 18, 6.86e-6
53, 10, 10, 19, 6.45e-6
53, 11, 14, 19, 2.2e-7
53, 11, 13, 18, 2.4e-7
53, 11, 13, 19, 4.0e-8
53, 11, 12, 13, 1.0e-8
53, 11, 12, 14, 1.3e-7
53, 11, 11, 13, 7.655e-5
53, 11, 12, 17, 2.0e-8
53, 11, 11, 17, 9.57e-6
53, 12, 14, 19, 3.5e-7
53, 12, 13, 18, 1.4e-7
53, 12, 13, 19, 2.0e-8
53, 12, 12, 13, 1.95e-6
53, 12, 12, 14, 1.988e-5
53, 12, 12, 17, 3.62e-6
53, 13, 13, 18, 2.2e-7
53, 13, 13, 19, 4.0e-8
53, 14, 14, 19, 2.6e-7
54, 1, 10, 11, 4.25e-6
54, 1, 14, 19, 1.87e-6
54, 1, 13, 18, 9.2e-7
54, 1, 13, 19, 1.6e-7
54, 1, 10, 12, 1.621e-5
54, 1, 12, 13, 2.15e-6
54, 1, 12, 14, 2.233e-5
54, 1, 11, 13, 4.879e-5
54, 1, 12, 17, 4.45e-6
54, 1, 5, 6, 8.4e-7
54, 1, 11, 17, 6.65e-6
54, 1, 5, 7, 5.59e-6
54, 1, 10, 18, 3.58e-6
54, 1, 10, 19, 3.43e-6
54, 1, 7, 8, 1.078e-5
54, 1, 7, 9, 0.00011731
54, 1, 6, 8, 9.726e-5
54, 1, 2, 3, 9.8e-7
54, 1, 3, 4, 2.0e-8
54, 1, 9, 12, 0.00185351
54, 1, 8, 11, 0.00107735
54, 1, 8, 12, 0.00017024
54, 1, 2, 4, 1.847e-5
54, 1, 9, 19, 0.00019255
54, 1, 8, 18, 0.00011677
54, 1, 8, 19, 1.77e-5
54, 1, 7, 10, 0.00017824
54, 1, 6, 10, 6.733e-5
54, 1, 7, 13, 6.657e-5
54, 1, 7, 14, 0.00054915
54, 1, 7, 17, 2.664e-5
54, 1, 6, 13, 0.00025454
54, 1, 5, 11, 1.51e-5
54, 1, 6, 17, 1.016e-5
54, 1, 5, 12, 2.048e-5
54, 1, 5, 18, 1.88e-6
54, 1, 5, 19, 2.51e-6
54, 1, 4, 5, 0.00454914
54, 1, 4, 6, 2.511e-5
54, 1, 4, 7, 2.338e-5
54, 1, 3, 5, 0.00126311
54, 1, 4, 8, 0.00464723
54, 1, 4, 9, 0.0411875
54, 1, 3, 7, 1.826e-5
54, 1, 3, 8, 0.02348242
54, 1, 2, 6, 0.00068681
54, 1, 2, 7, 0.00108223
54, 1, 4, 10, 0.00040078
54, 1, 4, 11, 2.21e-6
54, 1, 4, 12, 2.12e-6
54, 1, 4, 13, 0.00067584
54, 1, 4, 14, 0.00602691
54, 1, 2, 8, 1.023e-5
54, 1, 2, 9, 1.528e-5
54, 1, 4, 17, 5.643e-5
54, 1, 4, 18, 2.5e-7
54, 1, 4, 19, 2.3e-7
54, 1, 3, 10, 0.00018021
54, 1, 3, 12, 2.26e-6
54, 1, 3, 13, 0.00350551
54, 1, 3, 17, 2.163e-5
54, 1, 3, 19, 2.5e-7
54, 1, 2, 11, 0.00014805
54, 1, 2, 12, 0.00023939
54, 1, 2, 13, 1.24e-6
54, 1, 2, 14, 1.89e-6
54, 1, 2, 18, 1.683e-5
54, 1, 2, 19, 2.613e-5
54, 1, 1, 3, 0.25598813
54, 1, 1, 4, 0.47407724
54, 1, 1, 6, 0.04450272
54, 1, 1, 7, 0.08627754
54, 1, 1, 8, 0.00043898
54, 1, 1, 9, 0.0005995
54, 1, 1, 11, 0.00933064
54, 1, 1, 12, 0.01819791
54, 1, 1, 13, 8.183e-5
54, 1, 1, 14, 0.00011154
54, 1, 1, 18, 0.00095625
54, 1, 1, 19, 0.00180819
54, 2, 10, 11, 6.25e-6
54, 2, 14, 19, 2.12e-6
54, 2, 13, 18, 1.05e-6
54, 2, 13, 19, 1.8e-7
54, 2, 10, 12, 2.382e-5
54, 2, 12, 13, 2.5e-6
54, 2, 12, 14, 2.6e-5
54, 2, 11, 13, 5.87e-5
54, 2, 12, 17, 5.19e-6
54, 2, 5, 6, 3.29e-6
54, 2, 11, 17, 8.0e-6
54, 2, 5, 7, 2.201e-5
54, 2, 10, 18, 5.26e-6
54, 2, 10, 19, 5.04e-6
54, 2, 7, 8, 9.56e-6
54, 2, 7, 9, 0.00010395
54, 2, 6, 8, 9.497e-5
54, 2, 2, 3, 1.984e-5
54, 2, 3, 4, 1.0e-8
54, 2, 9, 12, 0.00179094
54, 2, 8, 11, 0.001077
54, 2, 8, 12, 0.00017018
54, 2, 2, 4, 0.00037333
54, 2, 9, 19, 0.00018605
54, 2, 8, 18, 0.00011673
54, 2, 8, 19, 1.769e-5
54, 2, 7, 10, 0.00015794
54, 2, 6, 10, 6.574e-5
54, 2, 7, 13, 5.899e-5
54, 2, 7, 14, 0.0004866
54, 2, 7, 17, 2.361e-5
54, 2, 6, 13, 0.00024853
54, 2, 5, 11, 5.949e-5
54, 2, 6, 17, 9.92e-6
54, 2, 5, 12, 8.07e-5
54, 2, 5, 18, 7.41e-6
54, 2, 5, 19, 9.9e-6
54, 2, 4, 5, 0.0026575
54, 2, 4, 6, 1.467e-5
54, 2, 4, 7, 1.366e-5
54, 2, 3, 5, 0.00080855
54, 2, 4, 8, 0.00271481
54, 2, 4, 9, 0.02406081
54, 2, 3, 7, 1.169e-5
54, 2, 3, 8, 0.01503165
54, 2, 2, 6, 0.0138829
54, 2, 2, 7, 0.0218758
54, 2, 4, 10, 0.00023413
54, 2, 4, 11, 1.29e-6
54, 2, 4, 12, 1.24e-6
54, 2, 4, 13, 0.00039481
54, 2, 4, 14, 0.00352079
54, 2, 2, 8, 0.00020684
54, 2, 2, 9, 0.00030878
54, 2, 4, 17, 3.296e-5
54, 2, 4, 18, 1.5e-7
54, 2, 4, 19, 1.3e-7
54, 2, 3, 10, 0.00011536
54, 2, 3, 12, 1.45e-6
54, 2, 3, 13, 0.00224396
54, 2, 3, 17, 1.385e-5
54, 2, 3, 19, 1.6e-7
54, 2, 2, 11, 0.00299258
54, 2, 2, 12, 0.00483886
54, 2, 2, 13, 2.516e-5
54, 2, 2, 14, 3.821e-5
54, 2, 2, 18, 0.00034015
54, 2, 2, 19, 0.00052827
54, 3, 10, 11, 4.06e-6
54, 3, 14, 19, 1.7e-6
54, 3, 13, 18, 1.02e-6
54, 3, 13, 19, 1.8e-7
54, 3, 10, 12, 1.55e-5
54, 3, 12, 13, 1.9e-6
54, 3, 12, 14, 1.979e-5
54, 3, 11, 13, 5.336e-5
54, 3, 12, 17, 3.95e-6
54, 3, 5, 6, 6.8e-7
54, 3, 11, 17, 7.27e-6
54, 3, 5, 7, 4.56e-6
54, 3, 10, 18, 3.42e-6
54, 3, 10, 19, 3.28e-6
54, 3, 7, 8, 6.43e-6
54, 3, 7, 9, 6.992e-5
54, 3, 6, 8, 0.00014648
54, 3, 3, 4, 7.0e-8
54, 3, 9, 12, 0.00143329
54, 3, 8, 11, 0.0014714
54, 3, 8, 12, 0.00023251
54, 3, 9, 19, 0.0001489
54, 3, 8, 18, 0.00015948
54, 3, 8, 19, 2.417e-5
54, 3, 7, 10, 0.00010624
54, 3, 6, 10, 0.00010141
54, 3, 7, 13, 3.968e-5
54, 3, 7, 14, 0.00032731
54, 3, 7, 17, 1.588e-5
54, 3, 6, 13, 0.00038334
54, 3, 5, 11, 1.233e-5
54, 3, 6, 17, 1.53e-5
54, 3, 5, 12, 1.673e-5
54, 3, 5, 18, 1.54e-6
54, 3, 5, 19, 2.05e-6
54, 3, 4, 5, 0.001293
54, 3, 4, 6, 7.14e-6
54, 3, 4, 7, 6.65e-6
54, 3, 3, 5, 0.00402949
54, 3, 4, 8, 0.00132088
54, 3, 4, 9, 0.01170667
54, 3, 3, 7, 5.825e-5
54, 3, 3, 8, 0.07491176
54, 3, 4, 10, 0.00011391
54, 3, 4, 11, 6.3e-7
54, 3, 4, 12, 6.0e-7
54, 3, 4, 13, 0.00019209
54, 3, 4, 14, 0.00171302
54, 3, 4, 17, 1.604e-5
54, 3, 4, 18, 7.0e-8
54, 3, 4, 19, 7.0e-8
54, 3, 3, 10, 0.00057489
54, 3, 3, 12, 7.2e-6
54, 3, 3, 13, 0.01118299
54, 3, 3, 17, 6.9e-5
54, 3, 3, 19, 7.9e-7
54, 4, 10, 11, 3.88e-6
54, 4, 14, 19, 1.83e-6
54, 4, 13, 18, 8.0e-7
54, 4, 13, 19, 1.4e-7
54, 4, 10, 12, 1.479e-5
54, 4, 12, 13, 2.02e-6
54, 4, 12, 14, 2.097e-5
54, 4, 11, 13, 4.021e-5
54, 4, 12, 17, 4.18e-6
54, 4, 5, 6, 6.6e-7
54, 4, 11, 17, 5.48e-6
54, 4, 5, 7, 4.42e-6
54, 4, 10, 18, 3.26e-6
54, 4, 10, 19, 3.13e-6
54, 4, 7, 8, 1.083e-5
54, 4, 7, 9, 0.00011781
54, 4, 6, 8, 4.534e-5
54, 4, 9, 12, 0.00210406
54, 4, 8, 11, 0.00086781
54, 4, 8, 12, 0.00013713
54, 4, 9, 19, 0.00021858
54, 4, 8, 18, 9.406e-5
54, 4, 8, 19, 1.426e-5
54, 4, 7, 10, 0.000179
54, 4, 6, 10, 3.139e-5
54, 4, 7, 13, 6.686e-5
54, 4, 7, 14, 0.0005515
54, 4, 7, 17, 2.676e-5
54, 4, 6, 13, 0.00011865
54, 4, 5, 11, 1.195e-5
54, 4, 6, 17, 4.74e-6
54, 4, 5, 12, 1.622e-5
54, 4, 5, 18, 1.49e-6
54, 4, 5, 19, 1.99e-6
54, 4, 4, 5, 0.0072763
54, 4, 4, 6, 4.017e-5
54, 4, 4, 7, 3.74e-5
54, 4, 4, 8, 0.0074332
54, 4, 4, 9, 0.06587896
54, 4, 4, 10, 0.00064105
54, 4, 4, 11, 3.54e-6
54, 4, 4, 12, 3.39e-6
54, 4, 4, 13, 0.001081
54, 4, 4, 14, 0.00963998
54, 4, 4, 17, 9.026e-5
54, 4, 4, 18, 4.0e-7
54, 4, 4, 19, 3.7e-7
54, 5, 10, 11, 4.9e-6
54, 5, 14, 19, 1.53e-6
54, 5, 13, 18, 7.5e-7
54, 5, 13, 19, 1.3e-7
54, 5, 10, 12, 1.868e-5
54, 5, 12, 13, 1.96e-6
54, 5, 12, 14, 2.036e-5
54, 5, 11, 13, 4.593e-5
54, 5, 12, 17, 4.06e-6
54, 5, 5, 6, 1.262e-5
54, 5, 11, 17, 6.26e-6
54, 5, 5, 7, 8.434e-5
54, 5, 10, 18, 4.12e-6
54, 5, 10, 19, 3.96e-6
54, 5, 7, 8, 1.009e-5
54, 5, 7, 9, 0.00010975
54, 5, 6, 8, 0.00010153
54, 5, 9, 12, 0.00089547
54, 5, 8, 11, 0.00054104
54, 5, 8, 12, 8.549e-5
54, 5, 9, 19, 9.302e-5
54, 5, 8, 18, 5.864e-5
54, 5, 8, 19, 8.89e-6
54, 5, 7, 10, 0.00016676
54, 5, 6, 10, 7.029e-5
54, 5, 7, 13, 6.229e-5
54, 5, 7, 14, 0.00051379
54, 5, 7, 17, 2.493e-5
54, 5, 6, 13, 0.00026571
54, 5, 5, 11, 0.00022795
54, 5, 6, 17, 1.061e-5
54, 5, 5, 12, 0.00030925
54, 5, 5, 18, 2.841e-5
54, 5, 5, 19, 3.795e-5
54, 6, 10, 11, 3.38e-6
54, 6, 14, 19, 1.16e-6
54, 6, 13, 18, 7.8e-7
54, 6, 13, 19, 1.3e-7
54, 6, 10, 12, 1.288e-5
54, 6, 12, 13, 1.39e-6
54, 6, 12, 14, 1.449e-5
54, 6, 11, 13, 5.384e-5
54, 6, 12, 17, 2.89e-6
54, 6, 11, 17, 7.34e-6
54, 6, 10, 18, 2.84e-6
54, 6, 10, 19, 2.73e-6
54, 6, 7, 8, 1.52e-6
54, 6, 7, 9, 1.65e-5
54, 6, 6, 8, 0.00042392
54, 6, 9, 12, 0.00052974
54, 6, 8, 11, 0.00109106
54, 6, 8, 12, 0.00017241
54, 6, 9, 19, 5.503e-5
54, 6, 8, 18, 0.00011826
54, 6, 8, 19, 1.793e-5
54, 6, 7, 10, 2.506e-5
54, 6, 6, 10, 0.00029347
54, 6, 7, 13, 9.36e-6
54, 6, 7, 14, 7.722e-5
54, 6, 7, 17, 3.75e-6
54, 6, 6, 13, 0.00110941
54, 6, 6, 17, 4.429e-5
54, 7, 10, 11, 3.23e-6
54, 7, 14, 19, 1.39e-6
54, 7, 13, 18, 5.5e-7
54, 7, 13, 19, 9.0e-8
54, 7, 10, 12, 1.231e-5
54, 7, 12, 13, 1.9e-6
54, 7, 12, 14, 1.978e-5
54, 7, 11, 13, 3.173e-5
54, 7, 12, 17, 3.94e-6
54, 7, 11, 17, 4.32e-6
54, 7, 10, 18, 2.72e-6
54, 7, 10, 19, 2.61e-6
54, 7, 7, 8, 2.219e-5
54, 7, 7, 9, 0.00024134
54, 7, 9, 12, 0.00127047
54, 7, 8, 11, 0.00033031
54, 7, 8, 12, 5.219e-5
54, 7, 9, 19, 0.00013198
54, 7, 8, 18, 3.58e-5
54, 7, 8, 19, 5.43e-6
54, 7, 7, 10, 0.00036668
54, 7, 7, 13, 0.00013696
54, 7, 7, 14, 0.00112974
54, 7, 7, 17, 5.481e-5
54, 8, 10, 11, 1.6e-6
54, 8, 14, 19, 5.4e-7
54, 8, 13, 18, 6.2e-7
54, 8, 13, 19, 1.1e-7
54, 8, 10, 12, 6.1e-6
54, 8, 12, 13, 7.0e-7
54, 8, 12, 14, 7.26e-6
54, 8, 11, 13, 1.521e-5
54, 8, 12, 17, 1.45e-6
54, 8, 11, 17, 2.07e-6
54, 8, 10, 18, 1.35e-6
54, 8, 10, 19, 1.29e-6
54, 8, 9, 12, 3.275e-5
54, 8, 8, 11, 0.0017822
54, 8, 8, 12, 0.00028162
54, 8, 9, 19, 3.4e-6
54, 8, 8, 18, 0.00019317
54, 8, 8, 19, 2.928e-5
54, 9, 10, 11, 1.62e-6
54, 9, 14, 19, 9.7e-7
54, 9, 13, 18, 2.6e-7
54, 9, 13, 19, 4.0e-8
54, 9, 10, 12, 6.18e-6
54, 9, 12, 13, 7.1e-7
54, 9, 12, 14, 7.35e-6
54, 9, 11, 13, 1.555e-5
54, 9, 12, 17, 1.47e-6
54, 9, 11, 17, 2.12e-6
54, 9, 10, 18, 1.36e-6
54, 9, 10, 19, 1.31e-6
54, 9, 9, 12, 0.00193632
54, 9, 9, 19, 0.00020115
54, 10, 10, 11, 1.125e-5
54, 10, 14, 19, 5.5e-7
54, 10, 13, 18, 2.6e-7
54, 10, 13, 19, 5.0e-8
54, 10, 10, 12, 4.289e-5
54, 10, 12, 13, 8.8e-7
54, 10, 12, 14, 9.16e-6
54, 10, 11, 13, 2.282e-5
54, 10, 12, 17, 1.83e-6
54, 10, 11, 17, 3.11e-6
54, 10, 10, 18, 9.46e-6
54, 10, 10, 19, 9.08e-6
54, 11, 14, 19, 4.4e-7
54, 11, 13, 18, 4.9e-7
54, 11, 13, 19, 8.0e-8
54, 11, 12, 13, 2.0e-8
54, 11, 12, 14, 1.9e-7
54, 11, 11, 13, 9.167e-5
54, 11, 12, 17, 4.0e-8
54, 11, 11, 17, 1.249e-5
54, 12, 14, 19, 8.1e-7
54, 12, 13, 18, 1.9e-7
54, 12, 13, 19, 3.0e-8
54, 12, 12, 13, 2.29e-6
54, 12, 12, 14, 2.386e-5
54, 12, 12, 17, 4.76e-6
54, 13, 13, 18, 4.4e-7
54, 13, 13, 19, 8.0e-8
54, 14, 14, 19, 5.4e-7
55, 1, 10, 11, 4.07e-6
55, 1, 10, 12, 1.65e-5
55, 1, 14, 19, 3.35e-6
55, 1, 13, 18, 1.59e-6
55, 1, 13, 19, 2.7e-7
55, 1, 12, 13, 2.43e-6
55, 1, 12, 14, 2.528e-5
55, 1, 11, 13, 5.629e-5
55, 1, 12, 17, 5.57e-6
55, 1, 5, 6, 8.0e-7
55, 1, 11, 17, 8.49e-6
55, 1, 5, 7, 5.65e-6
55, 1, 10, 18, 4.46e-6
55, 1, 10, 19, 4.36e-6
55, 1, 7, 8, 9.98e-6
55, 1, 7, 9, 0.00010987
55, 1, 6, 8, 9.828e-5
55, 1, 2, 3, 9.3e-7
55, 1, 3, 4, 3.0e-8
55, 1, 9, 12, 0.00209725
55, 1, 8, 11, 0.00124705
55, 1, 8, 12, 0.00019499
55, 1, 2, 4, 1.913e-5
55, 1, 9, 19, 0.000258
55, 1, 8, 18, 0.00015705
55, 1, 8, 19, 2.401e-5
55, 1, 7, 10, 0.00017958
55, 1, 6, 10, 7.077e-5
55, 1, 7, 13, 7.04e-5
55, 1, 7, 14, 0.00058042
55, 1, 7, 17, 2.822e-5
55, 1, 6, 13, 0.00028204
55, 1, 5, 11, 1.571e-5
55, 1, 6, 17, 1.121e-5
55, 1, 5, 12, 2.108e-5
55, 1, 5, 18, 2.29e-6
55, 1, 5, 19, 3.08e-6
55, 1, 4, 5, 0.00465398
55, 1, 4, 6, 2.619e-5
55, 1, 4, 7, 2.435e-5
55, 1, 3, 5, 0.00128972
55, 1, 4, 8, 0.00490446
55, 1, 4, 9, 0.04345072
55, 1, 3, 7, 1.922e-5
55, 1, 3, 8, 0.02491208
55, 1, 2, 6, 0.00069224
55, 1, 2, 7, 0.0010812
55, 1, 4, 10, 0.0004289
55, 1, 4, 11, 2.48e-6
55, 1, 4, 12, 2.38e-6
55, 1, 4, 13, 0.00074169
55, 1, 4, 14, 0.0066215
55, 1, 2, 8, 1.072e-5
55, 1, 2, 9, 1.601e-5
55, 1, 4, 17, 6.367e-5
55, 1, 4, 18, 3.3e-7
55, 1, 4, 19, 3.1e-7
55, 1, 3, 10, 0.0001905
55, 1, 3, 12, 2.56e-6
55, 1, 3, 13, 0.00387425
55, 1, 3, 17, 2.427e-5
55, 1, 3, 19, 3.3e-7
55, 1, 2, 11, 0.00015242
55, 1, 2, 12, 0.00024496
55, 1, 2, 13, 1.35e-6
55, 1, 2, 14, 2.06e-6
55, 1, 2, 18, 2.02e-5
55, 1, 2, 19, 3.177e-5
55, 1, 1, 3, 0.25759006
55, 1, 1, 4, 0.47571112
55, 1, 1, 6, 0.04506811
55, 1, 1, 7, 0.08735612
55, 1, 1, 8, 0.00046639
55, 1, 1, 9, 0.00063515
55, 1, 1, 11, 0.00948262
55, 1, 1, 12, 0.018483
55, 1, 1, 13, 9.093e-5
55, 1, 1, 14, 0.00012361
55, 1, 1, 18, 0.0011699
55, 1, 1, 19, 0.002212
55, 2, 10, 11, 6.05e-6
55, 2, 10, 12, 2.456e-5
55, 2, 14, 19, 3.82e-6
55, 2, 13, 18, 1.84e-6
55, 2, 13, 19, 3.2e-7
55, 2, 12, 13, 2.84e-6
55, 2, 12, 14, 2.961e-5
55, 2, 11, 13, 6.828e-5
55, 2, 12, 17, 6.53e-6
55, 2, 5, 6, 3.19e-6
55, 2, 11, 17, 1.03e-5
55, 2, 5, 7, 2.257e-5
55, 2, 10, 18, 6.64e-6
55, 2, 10, 19, 6.49e-6
55, 2, 7, 8, 8.88e-6
55, 2, 7, 9, 9.772e-5
55, 2, 6, 8, 9.71e-5
55, 2, 2, 3, 1.977e-5
55, 2, 3, 4, 2.0e-8
55, 2, 9, 12, 0.00203844
55, 2, 8, 11, 0.00125583
55, 2, 8, 12, 0.00019636
55, 2, 2, 4, 0.0004062
55, 2, 9, 19, 0.00025077
55, 2, 8, 18, 0.00015816
55, 2, 8, 19, 2.418e-5
55, 2, 7, 10, 0.00015972
55, 2, 6, 10, 6.992e-5
55, 2, 7, 13, 6.261e-5
55, 2, 7, 14, 0.00051624
55, 2, 7, 17, 2.51e-5
55, 2, 6, 13, 0.00027866
55, 2, 5, 11, 6.27e-5
55, 2, 6, 17, 1.108e-5
55, 2, 5, 12, 8.413e-5
55, 2, 5, 18, 9.13e-6
55, 2, 5, 19, 1.231e-5
55, 2, 4, 5, 0.00274505
55, 2, 4, 6, 1.545e-5
55, 2, 4, 7, 1.436e-5
55, 2, 3, 5, 0.00083471
55, 2, 4, 8, 0.00289279
55, 2, 4, 9, 0.02562848
55, 2, 3, 7, 1.244e-5
55, 2, 3, 8, 0.01612315
55, 2, 2, 6, 0.0147019
55, 2, 2, 7, 0.0229628
55, 2, 4, 10, 0.00025298
55, 2, 4, 11, 1.46e-6
55, 2, 4, 12, 1.41e-6
55, 2, 4, 13, 0.00043747
55, 2, 4, 14, 0.00390555
55, 2, 2, 8, 0.00022768
55, 2, 2, 9, 0.00034012
55, 2, 4, 17, 3.755e-5
55, 2, 4, 18, 1.9e-7
55, 2, 4, 19, 1.8e-7
55, 2, 3, 10, 0.00012329
55, 2, 3, 12, 1.65e-6
55, 2, 3, 13, 0.00250742
55, 2, 3, 17, 1.571e-5
55, 2, 3, 19, 2.1e-7
55, 2, 2, 11, 0.00323707
55, 2, 2, 12, 0.00520245
55, 2, 2, 13, 2.867e-5
55, 2, 2, 14, 4.367e-5
55, 2, 2, 18, 0.00042893
55, 2, 2, 19, 0.00067475
55, 3, 10, 11, 3.92e-6
55, 3, 10, 12, 1.589e-5
55, 3, 14, 19, 3.04e-6
55, 3, 13, 18, 1.81e-6
55, 3, 13, 19, 3.1e-7
55, 3, 12, 13, 2.16e-6
55, 3, 12, 14, 2.246e-5
55, 3, 11, 13, 6.211e-5
55, 3, 12, 17, 4.95e-6
55, 3, 5, 6, 6.6e-7
55, 3, 11, 17, 9.37e-6
55, 3, 5, 7, 4.7e-6
55, 3, 10, 18, 4.29e-6
55, 3, 10, 19, 4.2e-6
55, 3, 7, 8, 5.79e-6
55, 3, 7, 9, 6.372e-5
55, 3, 6, 8, 0.00014836
55, 3, 3, 4, 9.0e-8
55, 3, 9, 12, 0.00161425
55, 3, 8, 11, 0.00172089
55, 3, 8, 12, 0.00026907
55, 3, 9, 19, 0.00019858
55, 3, 8, 18, 0.00021673
55, 3, 8, 19, 3.313e-5
55, 3, 7, 10, 0.00010416
55, 3, 6, 10, 0.00010683
55, 3, 7, 13, 4.083e-5
55, 3, 7, 14, 0.00033665
55, 3, 7, 17, 1.637e-5
55, 3, 6, 13, 0.00042578
55, 3, 5, 11, 1.307e-5
55, 3, 6, 17, 1.693e-5
55, 3, 5, 12, 1.753e-5
55, 3, 5, 18, 1.9e-6
55, 3, 5, 19, 2.56e-6
55, 3, 4, 5, 0.00133942
55, 3, 4, 6, 7.54e-6
55, 3, 4, 7, 7.01e-6
55, 3, 3, 5, 0.00413494
55, 3, 4, 8, 0.00141151
55, 3, 4, 9, 0.01250518
55, 3, 3, 7, 6.161e-5
55, 3, 3, 8, 0.07986982
55, 3, 4, 10, 0.00012344
55, 3, 4, 11, 7.1e-7
55, 3, 4, 12, 6.9e-7
55, 3, 4, 13, 0.00021346
55, 3, 4, 14, 0.00190568
55, 3, 4, 17, 1.832e-5
55, 3, 4, 18, 9.0e-8
55, 3, 4, 19, 9.0e-8
55, 3, 3, 10, 0.00061077
55, 3, 3, 12, 8.19e-6
55, 3, 3, 13, 0.0124211
55, 3, 3, 17, 7.78e-5
55, 3, 3, 19, 1.06e-6
55, 4, 10, 11, 3.73e-6
55, 4, 10, 12, 1.514e-5
55, 4, 14, 19, 3.3e-6
55, 4, 13, 18, 1.39e-6
55, 4, 13, 19, 2.4e-7
55, 4, 12, 13, 2.3e-6
55, 4, 12, 14, 2.392e-5
55, 4, 11, 13, 4.648e-5
55, 4, 12, 17, 5.27e-6
55, 4, 5, 6, 6.4e-7
55, 4, 11, 17, 7.01e-6
55, 4, 5, 7, 4.56e-6
55, 4, 10, 18, 4.09e-6
55, 4, 10, 19, 4.0e-6
55, 4, 7, 8, 1.017e-5
55, 4, 7, 9, 0.00011191
55, 4, 6, 8, 4.591e-5
55, 4, 9, 12, 0.0024093
55, 4, 8, 11, 0.00100434
55, 4, 8, 12, 0.00015704
55, 4, 9, 19, 0.00029639
55, 4, 8, 18, 0.00012648
55, 4, 8, 19, 1.933e-5
55, 4, 7, 10, 0.00018292
55, 4, 6, 10, 3.306e-5
55, 4, 7, 13, 7.171e-5
55, 4, 7, 14, 0.00059122
55, 4, 7, 17, 2.874e-5
55, 4, 6, 13, 0.00013176
55, 4, 5, 11, 1.267e-5
55, 4, 6, 17, 5.24e-6
55, 4, 5, 12, 1.7e-5
55, 4, 5, 18, 1.84e-6
55, 4, 5, 19, 2.49e-6
55, 4, 4, 5, 0.00749529
55, 4, 4, 6, 4.218e-5
55, 4, 4, 7, 3.921e-5
55, 4, 4, 8, 0.00789869
55, 4, 4, 9, 0.06997786
55, 4, 4, 10, 0.00069075
55, 4, 4, 11, 3.99e-6
55, 4, 4, 12, 3.84e-6
55, 4, 4, 13, 0.0011945
55, 4, 4, 14, 0.01066399
55, 4, 4, 17, 0.00010254
55, 4, 4, 18, 5.3e-7
55, 4, 4, 19, 5.0e-7
55, 5, 10, 11, 4.76e-6
55, 5, 10, 12, 1.933e-5
55, 5, 14, 19, 2.76e-6
55, 5, 13, 18, 1.31e-6
55, 5, 13, 19, 2.3e-7
55, 5, 12, 13, 2.23e-6
55, 5, 12, 14, 2.327e-5
55, 5, 11, 13, 5.385e-5
55, 5, 12, 17, 5.13e-6
55, 5, 5, 6, 1.237e-5
55, 5, 11, 17, 8.12e-6
55, 5, 5, 7, 8.753e-5
55, 5, 10, 18, 5.22e-6
55, 5, 10, 19, 5.1e-6
55, 5, 7, 8, 9.46e-6
55, 5, 7, 9, 0.00010406
55, 5, 6, 8, 0.00010573
55, 5, 9, 12, 0.00102306
55, 5, 8, 11, 0.00064453
55, 5, 8, 12, 0.00010078
55, 5, 9, 19, 0.00012586
55, 5, 8, 18, 8.117e-5
55, 5, 8, 19, 1.241e-5
55, 5, 7, 10, 0.00017009
